clock	clock_achieved	throttled	m	nk	ar_mib	ctas	t_gemm_ms	t_comm_ms	iter_ms_meas	meas_w	model_w	err_pct	pred_w_throttled	err_throttled_pct	speedup	dE_pct
510	510	FALSE	8192	4096	64	8	2.74	2.109	3.299	164.2	166.2	1.3			1.485	17.9
510	510	FALSE	1024	8192	64	8	1.405	2.109	2.226	148.8	153.2	3			1.591	24
510	510	FALSE	2048	8192	64	8	2.74	2.109	3.495	158.3	162	2.3			1.384	14.5
510	510	FALSE	4096	8192	64	8	5.411	2.109	6.06	166.9	161.9	-3			1.248	7.5
510	510	FALSE	8192	8192	64	8	10.219	2.109	11.072	171.1	162.6	-5			1.131	5.5
510	510	FALSE	1024	16384	64	8	5.411	2.109	6.512	160.4	159.8	-0.4			1.151	5.3
510	510	FALSE	2048	16384	64	8	10.754	2.109	10.945	170	159.6	-6.1			1.179	7.2
510	510	FALSE	4096	16384	64	8	20.37	2.109	21.625	167.2	162.2	-3			1.043	-0.5
510	510	FALSE	8192	16384	64	8	40.67	2.109	41.944	164.4	161.3	-1.9			1.022	-1.6
300	300	FALSE	1024	4096	64	8	1.019	3.339	3.325	96.1	96.6	0.5			1.272	18.1
300	300	FALSE	2048	4096	64	8	1.473	3.339	3.343	105.1	106.5	1.4			1.408	22.8
300	300	FALSE	4096	4096	64	8	2.381	3.339	3.375	124.2	126	1.5			1.677	29
300	300	FALSE	8192	4096	64	8	4.65	3.339	5.434	129.9	129.2	-0.5			1.476	19.1
300	300	FALSE	1024	8192	64	8	2.381	3.339	3.412	124.5	127.4	2.4			1.677	28.9
300	300	FALSE	2048	8192	64	8	4.65	3.339	5.763	126	126.4	0.3			1.375	15.6
300	300	FALSE	4096	8192	64	8	9.19	3.339	9.838	129.5	123.8	-4.4			1.277	15
300	300	FALSE	8192	8192	64	8	17.362	3.339	18.653	126.8	122.8	-3.2			1.119	4.9
300	300	FALSE	1024	16384	64	8	9.19	3.339	10.675	126.7	122.5	-3.3			1.166	8.7
300	300	FALSE	2048	16384	64	8	18.27	3.339	18.443	127	121	-4.8			1.168	7.7
300	300	FALSE	4096	16384	64	8	34.614	3.339	36.577	121.3	121.8	0.4			1.037	0.5
300	300	FALSE	8192	16384	64	8	69.117	3.339	71.117	120	120.8	0.7			1.019	-1.3
1410	1410	FALSE	1024	4096	64	16	0.222	0.585	0.691	227.6	261.2	14.8			1.21	8.4
1410	1410	FALSE	2048	4096	64	16	0.319	0.585	0.707	309.3	360.8	16.7			1.33	8.9
1410	1395	FALSE	4096	4096	64	16	0.512	0.585	0.911	392.4	532	35.6			1.258	5.8
1410	1305	TRUE	8192	4096	64	16	0.995	0.585	1.406	397.1	532.1	34	439.1	10.6	1.187	15.8
1410	1365	TRUE	1024	8192	64	16	0.512	0.585	0.931	397.6	541.8	36.3	501.5	26.1	1.253	6.7
1410	1305	TRUE	2048	8192	64	16	0.995	0.585	1.462	398.9	542.7	36	448	12.3	1.128	10.5
1410	1260	TRUE	4096	8192	64	16	1.962	0.585	2.587	398.2	549.6	38	409.5	2.8	1.066	6.2
1410	1215	TRUE	8192	8192	64	16	3.701	0.585	4.71	399.4	575.8	44.2	382.1	-4.3	1.028	2
1410	1290	TRUE	1024	16384	64	16	1.962	0.585	2.719	399.3	553.8	38.7	442.1	10.7	1.008	0.9
1410	1230	TRUE	2048	16384	64	16	3.894	0.585	4.733	398.7	557.8	39.9	386.9	-3	1.047	4
1410	1200	TRUE	4096	16384	64	16	7.373	0.585	9.206	398.2	583	46.4	372.6	-6.4	0.985	-1.7
1410	1185	TRUE	8192	16384	64	16	14.717	0.585	17.961	397.6	585.1	47.1	366.5	-7.8	0.988	-1.3
1200	1200	FALSE	1024	4096	64	16	0.26	0.638	0.748	179.4	195.4	8.9			1.248	11.9
1200	1200	FALSE	2048	4096	64	16	0.373	0.638	0.762	230.7	259.8	12.6			1.384	13
1200	1200	FALSE	4096	4096	64	16	0.601	0.638	1.007	276.2	348.6	26.2			1.291	7.9
1200	1200	FALSE	8192	4096	64	16	1.169	0.638	1.522	318.6	345.7	8.5			1.246	5.4
1200	1200	FALSE	1024	8192	64	16	0.601	0.638	1.025	275	355.5	29.3			1.29	8.7
1200	1200	FALSE	2048	8192	64	16	1.169	0.638	1.595	308.3	353	14.5			1.172	2.1
1200	1200	FALSE	4096	8192	64	16	2.305	0.638	2.75	332.4	353.3	6.3			1.103	0.4
1200	1200	FALSE	8192	8192	64	16	4.349	0.638	4.857	351.9	367.1	4.3			1.061	0
1200	1200	FALSE	1024	16384	64	16	2.305	0.638	2.941	315.8	358.1	13.4			1.022	-1.5
1200	1200	FALSE	2048	16384	64	16	4.577	0.638	4.901	357.1	358.4	0.3			1.08	-2.1
1200	1200	FALSE	4096	16384	64	16	8.666	0.638	9.322	363.8	372.6	2.4			1.013	-2.6
1200	1200	FALSE	8192	16384	64	16	17.299	0.638	17.973	376.5	373.2	-0.9			1.007	-2.3
900	900	FALSE	1024	4096	64	16	0.344	0.798	0.924	143.9	151.1	5			1.292	14.8
900	900	FALSE	2048	4096	64	16	0.496	0.798	0.941	176.8	190.6	7.8			1.438	16.5
900	900	FALSE	4096	4096	64	16	0.799	0.798	1.265	202.9	233.2	15			1.323	10.1
900	900	FALSE	8192	4096	64	16	1.556	0.798	1.953	222.9	228.1	2.4			1.268	8.1
900	900	FALSE	1024	8192	64	16	0.799	0.798	1.282	202.5	238.5	17.8			1.327	11.1
900	900	FALSE	2048	8192	64	16	1.556	0.798	2.055	216.1	233.9	8.2			1.185	3.7
900	900	FALSE	4096	8192	64	16	3.07	0.798	3.591	226.6	231.2	2			1.111	0.6
900	900	FALSE	8192	8192	64	16	5.795	0.798	6.369	240	237.5	-1			1.068	-0.5
900	900	FALSE	1024	16384	64	16	3.07	0.798	3.846	218.8	233.2	6.6			1.028	-2.3
900	900	FALSE	2048	16384	64	16	6.098	0.798	6.447	238.6	231.8	-2.9			1.088	-0.7
900	900	FALSE	4096	16384	64	16	11.548	0.798	12.339	247.4	239	-3.4			1.016	-4.8
900	900	FALSE	8192	16384	64	16	23.055	0.798	23.874	245.7	238.9	-2.8			1.007	-3.5
705	705	FALSE	1024	4096	64	16	0.439	0.991	1.123	130.4	136.1	4.4			1.315	16.5
705	705	FALSE	2048	4096	64	16	0.632	0.991	1.143	158.1	168.1	6.3			1.473	18
705	705	FALSE	4096	4096	64	16	1.019	0.991	1.552	178.5	198.7	11.4			1.35	11.7
705	705	FALSE	8192	4096	64	16	1.985	0.991	2.432	195.5	193.1	-1.2			1.278	7.5
705	705	FALSE	1024	8192	64	16	1.019	0.991	1.572	177.9	202.7	13.9			1.352	12.2
705	705	FALSE	2048	8192	64	16	1.985	0.991	2.571	187	197.4	5.6			1.192	4.4
705	705	FALSE	4096	8192	64	16	3.917	0.991	4.525	197.8	194.3	-1.8			1.114	-1
705	705	FALSE	8192	8192	64	16	7.396	0.991	8.07	202.6	198.8	-1.9			1.068	0.4
705	705	FALSE	1024	16384	64	16	3.917	0.991	4.855	187.4	196.5	4.9			1.028	-1.9
705	705	FALSE	2048	16384	64	16	7.783	0.991	8.142	202.2	194.9	-3.6			1.092	0
705	705	FALSE	4096	16384	64	16	14.74	0.991	15.7	208.2	200.3	-3.8			1.016	-3.8
705	705	FALSE	8192	16384	64	16	29.427	0.991	30.404	206.5	200.1	-3.1			1.008	-3.6
510	510	FALSE	1024	4096	64	16	0.603	1.229	1.35	121.4	125	3			1.374	19.5
510	510	FALSE	2048	4096	64	16	0.87	1.229	1.376	144.4	151	4.5			1.554	22.1
510	510	FALSE	4096	4096	64	16	1.405	1.229	1.938	157.3	164.9	4.8			1.394	15.4
510	510	FALSE	8192	4096	64	16	2.74	1.229	3.275	163.2	158.3	-3			1.252	8.9
510	510	FALSE	1024	8192	64	16	1.405	1.229	1.961	157.9	167.8	6.3			1.396	15.4
510	510	FALSE	2048	8192	64	16	2.74	1.229	3.467	158.2	161.5	2.1			1.165	4.2
510	510	FALSE	4096	8192	64	16	5.411	1.229	6.177	165.3	157.8	-4.6			1.098	0.3
510	510	FALSE	8192	8192	64	16	10.219	1.229	11.073	167.6	160.3	-4.3			1.061	2.1
510	510	FALSE	1024	16384	64	16	5.411	1.229	6.63	158.4	159.5	0.6			1.013	-2.3
510	510	FALSE	2048	16384	64	16	10.754	1.229	11.084	167.6	157.5	-6			1.094	2.6
510	510	FALSE	4096	16384	64	16	20.37	1.229	21.622	167.1	161	-3.6			1.007	-3.5
510	510	FALSE	8192	16384	64	16	40.67	1.229	41.945	165.4	160.6	-2.9			1.004	-3.7
300	300	FALSE	1024	4096	64	16	1.019	1.826	1.918	108.8	110.1	1.2			1.466	24.6
300	300	FALSE	2048	4096	64	16	1.473	1.826	2.099	121.8	128.3	5.4			1.567	25.4
300	300	FALSE	4096	4096	64	16	2.381	1.826	3.056	128.8	127.9	-0.7			1.39	18
300	300	FALSE	8192	4096	64	16	4.65	1.826	5.407	127.7	121.5	-4.8			1.227	12.7
300	300	FALSE	1024	8192	64	16	2.381	1.826	3.11	128.7	129.6	0.7			1.384	18.7
300	300	FALSE	2048	8192	64	16	4.65	1.826	5.737	124.4	123.4	-0.8			1.138	8.1
300	300	FALSE	4096	8192	64	16	9.19	1.826	10.263	122	119.8	-1.8			1.093	11.2
300	300	FALSE	8192	8192	64	16	17.362	1.826	18.638	125.9	120.6	-4.2			1.046	1.8
300	300	FALSE	1024	16384	64	16	9.19	1.826	11.082	123.5	120.8	-2.1			0.998	-0.7
300	300	FALSE	2048	16384	64	16	18.27	1.826	18.42	125.9	118.9	-5.5			1.094	3.9
300	300	FALSE	4096	16384	64	16	34.614	1.826	36.564	119.5	120.7	1			0.999	-0.6
300	300	FALSE	8192	16384	64	16	69.117	1.826	71.093	117.3	120.2	2.5			1	-0.3
1410	1410	FALSE	1024	4096	64	32	0.222	0.518	0.622	243.4	280.6	15.3			1.233	9.2
1410	1410	FALSE	2048	4096	64	32	0.319	0.518	0.723	308.1	393.2	27.6			1.202	4.6
1410	1410	FALSE	4096	4096	64	32	0.512	0.518	1	375.4	465.6	24			1.073	-0.3
1410	1320	TRUE	8192	4096	64	32	0.995	0.518	1.488	398.8	497.1	24.7	424.2	6.4	1.077	7.2
1410	1410	FALSE	1024	8192	64	32	0.512	0.518	1.008	382.2	474	24			1.085	1.8
1410	1335	TRUE	2048	8192	64	32	0.995	0.518	1.456	400.8	506.9	26.5	445.2	11.1	1.086	7.1
1410	1290	TRUE	4096	8192	64	32	1.962	0.518	2.564	400	529.5	32.4	422.7	5.7	1.044	3.9
1410	1245	TRUE	8192	8192	64	32	3.701	0.518	4.785	399.5	563.4	41	404	1.1	0.992	-1.1
1410	1305	TRUE	1024	16384	64	32	1.962	0.518	2.702	399.5	533.5	33.5	440.4	10.2	0.986	-1.6
1410	1260	TRUE	2048	16384	64	32	3.894	0.518	4.895	397.9	546.9	37.5	408.1	2.6	0.987	-1.3
1410	1245	TRUE	4096	16384	64	32	7.373	0.518	8.982	398.2	576.6	44.8	413.6	3.9	0.995	-0.5
1410	1185	TRUE	8192	16384	64	32	14.717	0.518	17.709	397.1	581.2	46.4	364.4	-8.2	0.995	-0.6
1200	1200	FALSE	1024	4096	64	32	0.26	0.554	0.646	194.4	211	8.6			1.288	11.3
1200	1200	FALSE	2048	4096	64	32	0.373	0.554	0.8	223.2	285.1	27.7			1.189	7.1
1200	1200	FALSE	4096	4096	64	32	0.601	0.554	1.093	264.2	311.9	18			1.092	1.4
1200	1200	FALSE	8192	4096	64	32	1.169	0.554	1.636	302.6	325.6	7.6			1.092	1.9
1200	1200	FALSE	1024	8192	64	32	0.601	0.554	1.106	262.9	317.9	20.9			1.097	3.3
1200	1200	FALSE	2048	8192	64	32	1.169	0.554	1.602	303.6	332.5	9.5			1.099	1.8
1200	1200	FALSE	4096	8192	64	32	2.305	0.554	2.754	326.6	342	4.7			1.061	1.1
1200	1200	FALSE	8192	8192	64	32	4.349	0.554	5.015	341.9	360.3	5.4			1	-0.8
1200	1200	FALSE	1024	16384	64	32	2.305	0.554	2.921	312.8	346.6	10.8			0.989	-0.8
1200	1200	FALSE	2048	16384	64	32	4.577	0.554	5.176	329.7	352.3	6.9			0.998	-0.3
1200	1200	FALSE	4096	16384	64	32	8.666	0.554	9.318	354.3	369	4.2			0.998	-1.2
1200	1200	FALSE	8192	16384	64	32	17.299	0.554	17.987	367.4	371.1	1			0.999	-2.2
900	900	FALSE	1024	4096	64	32	0.344	0.709	0.804	151.7	159.1	4.9			1.332	16.3
900	900	FALSE	2048	4096	64	32	0.496	0.709	1	172.4	203.6	18.1			1.234	9
900	900	FALSE	4096	4096	64	32	0.799	0.709	1.386	193.1	211.4	9.5			1.118	2.6
900	900	FALSE	8192	4096	64	32	1.556	0.709	2.106	212.6	215.7	1.4			1.109	2.7
900	900	FALSE	1024	8192	64	32	0.799	0.709	1.404	191.5	216	12.8			1.123	4.2
900	900	FALSE	2048	8192	64	32	1.556	0.709	2.063	213.5	221	3.5			1.115	2
900	900	FALSE	4096	8192	64	32	3.07	0.709	3.597	222.6	224.2	0.7			1.067	0.8
900	900	FALSE	8192	8192	64	32	5.795	0.709	6.61	229.4	233.3	1.7			1.001	-1.9
900	900	FALSE	1024	16384	64	32	3.07	0.709	3.821	213.3	226.2	6			0.994	-1
900	900	FALSE	2048	16384	64	32	6.098	0.709	6.825	221.5	228.1	3			1	-1
900	900	FALSE	4096	16384	64	32	11.548	0.709	12.332	233.2	236.9	1.6			0.997	-1.3
900	900	FALSE	8192	16384	64	32	23.055	0.709	23.847	236.6	237.7	0.4			0.999	-1.2
705	705	FALSE	1024	4096	64	32	0.439	0.861	0.97	140.3	143.9	2.6			1.37	17.6
705	705	FALSE	2048	4096	64	32	0.632	0.861	1.217	155.1	180.8	16.6			1.26	11
705	705	FALSE	4096	4096	64	32	1.019	0.861	1.71	170.9	181.5	6.2			1.135	3.9
705	705	FALSE	8192	4096	64	32	1.985	0.861	2.631	184.3	183.4	-0.5			1.12	3.2
705	705	FALSE	1024	8192	64	32	1.019	0.861	1.733	169.7	185	9			1.139	5.3
705	705	FALSE	2048	8192	64	32	1.985	0.861	2.576	184.2	187.4	1.7			1.127	3.2
705	705	FALSE	4096	8192	64	32	3.917	0.861	4.538	189.6	188.9	-0.3			1.073	1.6
705	705	FALSE	8192	8192	64	32	7.396	0.861	8.38	192.7	195.6	1.5			1.004	-0.3
705	705	FALSE	1024	16384	64	32	3.917	0.861	4.834	182.2	191.1	4.9			0.997	-1
705	705	FALSE	2048	16384	64	32	7.783	0.861	8.664	186.9	192.1	2.8			1.004	-0.3
705	705	FALSE	4096	16384	64	32	14.74	0.861	15.701	196.3	198.7	1.2			0.999	-1.1
705	705	FALSE	8192	16384	64	32	29.427	0.861	30.407	196.9	199.1	1.1			0.999	-0.5
510	510	FALSE	1024	4096	64	32	0.603	1.008	1.108	131.4	134.6	2.4			1.462	20.5
510	510	FALSE	2048	4096	64	32	0.87	1.008	1.594	135.1	152	12.5			1.192	9
510	510	FALSE	4096	4096	64	32	1.405	1.008	2.168	147.9	152.7	3.2			1.137	4.8
510	510	FALSE	8192	4096	64	32	2.74	1.008	3.548	153.8	151.6	-1.4			1.088	2.3
510	510	FALSE	1024	8192	64	32	1.405	1.008	2.201	147.8	155.3	5.1			1.136	5.6
510	510	FALSE	2048	8192	64	32	2.74	1.008	3.476	155.1	154.6	-0.3			1.092	1.6
510	510	FALSE	4096	8192	64	32	5.411	1.008	6.185	158.7	154.2	-2.8			1.053	-1
510	510	FALSE	8192	8192	64	32	10.219	1.008	11.401	161.1	158.2	-1.8			1.003	-3.2
510	510	FALSE	1024	16384	64	32	5.411	1.008	6.462	153.1	155.8	1.8			0.998	-2
510	510	FALSE	2048	16384	64	32	10.754	1.008	11.783	156.6	155.6	-0.6			1.002	-3
510	510	FALSE	4096	16384	64	32	20.37	1.008	21.503	161.6	160	-1			0.998	-3.3
510	510	FALSE	8192	16384	64	32	40.67	1.008	41.812	162.8	160	-1.7			1	-3.5
300	300	FALSE	1024	4096	64	32	1.019	1.186	1.636	114	127.3	11.7			1.342	17
300	300	FALSE	2048	4096	64	32	1.473	1.186	2.222	117.1	119.2	1.8			1.203	10.3
300	300	FALSE	4096	4096	64	32	2.381	1.186	3.211	122.4	120.3	-1.7			1.133	6.3
300	300	FALSE	8192	4096	64	32	4.65	1.186	5.556	121.2	117.4	-3.2			1.08	2.8
300	300	FALSE	1024	8192	64	32	2.381	1.186	3.256	122.2	122	-0.2			1.131	6.5
300	300	FALSE	2048	8192	64	32	4.65	1.186	5.754	120.3	119.2	-0.9			1.024	-1.8
300	300	FALSE	4096	8192	64	32	9.19	1.186	10.346	119.9	117.6	-1.9			1.016	-1.8
300	300	FALSE	8192	8192	64	32	17.362	1.186	18.856	121.4	119.4	-1.6			1.001	-2.1
300	300	FALSE	1024	16384	64	32	9.19	1.186	10.424	118.3	118.7	0.3			0.998	-1.6
300	300	FALSE	2048	16384	64	32	18.27	1.186	19.534	120.4	117.8	-2.1			1	-3.2
300	300	FALSE	4096	16384	64	32	34.614	1.186	35.956	120.7	120.1	-0.5			0.999	-3.3
300	300	FALSE	8192	16384	64	32	69.117	1.186	70.48	119.8	119.9	0			1	-3.4
